Date,Open,High,Low,Close,period,rolling_volatility,volatility_regime,ma_20,ma_50,trend_ma,trend_regime,trend_volatility_regime,return_t,forward_return_1,forward_return_3,forward_return_5,forward_return_10,return_bucket
2007-10-01,5021.5,5089.2998046875,5001.35009765625,5068.9501953125,development,,,,,,,,0.00947954170303067,0.02797392083004535,0.023051903266176677,0.05094693233379366,0.11817908950236733,return > 0%
2007-10-03,5069.0,5261.35009765625,5034.14990234375,5210.7998046875,development,,,,,,,,0.027984021130484704,-0.000575633447413848,-0.024282100113936833,0.04409357828610205,0.06670630392640287,return > 0%
2007-10-04,5211.64990234375,5233.10009765625,5126.0498046875,5208.64990234375,development,,,,,,,,-0.000412585864806414,-0.004281713296590217,0.022868024133224862,0.06080857910214532,0.02742818473638109,-1% < return <= 0%
2007-10-05,5208.14990234375,5248.5498046875,5164.5,5185.85009765625,development,,,,,,,,-0.004377296442450662,-0.01950347598818991,0.0492070755001206,0.04666184622800684,0.005601312063147734,-1% < return <= 0%
2007-10-08,5186.25,5249.2998046875,5024.75,5085.10009765625,development,,,,,,,,-0.019427865847015946,0.0522651383682986,0.09129610070380823,0.12004582811832254,0.02396967991013388,-2% < return <= -1%
2007-10-09,5062.64990234375,5348.7001953125,5000.9501953125,5327.25,development,,,,,,,,0.0476194957215017,0.021264471729466772,0.018787027296701675,0.06379323190479957,0.027317229364122397,return > 0%
2007-10-10,5328.14990234375,5454.7001953125,5328.14990234375,5441.4501953125,development,,,,,,,,0.021436988185743022,0.01580286397171271,0.04256375446443528,0.02213681158056735,0.010526025672090267,return > 0%
2007-10-11,5438.89990234375,5532.75,5424.25,5524.85009765625,development,,,,,,,,0.015326778588471646,-0.017564622394818485,0.025835702142152472,-0.0315457641845297,0.00790009450491147,return > 0%
2007-10-12,5525.2998046875,5549.2998046875,5402.60009765625,5428.25,development,,,,,,,,-0.017484654958734525,0.04458993991415694,0.02412329799579238,-0.039247706786770586,0.05046647730947407,-2% < return <= -1%
2007-10-15,5428.35009765625,5682.64990234375,5419.89990234375,5670.39990234375,development,,,5067.165014648437,,5067.165014648437,uptrend,,0.04460920229240539,-0.00045851845926436763,-0.05636918304754357,-0.08581907025200264,0.041485544699694454,return > 0%
2007-10-16,5670.64990234375,5708.35009765625,5578.4501953125,5668.0498046875,development,0.29268903875261215,,5125.835009765625,,5125.835009765625,uptrend,,-0.0004144500734910572,-0.01760061131581392,-0.07838981167921422,-0.032727157261528084,0.03708319660670023,-1% < return <= 0%
2007-10-17,5658.89990234375,5658.89990234375,5107.2998046875,5559.2998046875,development,0.3127247267355698,,5176.489990234375,,5176.489990234375,uptrend,,-0.019186493370270563,-0.03604692657960451,-0.06613105352058857,-0.009898973959360013,0.06296946524799374,-2% < return <= -1%
2007-10-18,5551.10009765625,5736.7998046875,5269.64990234375,5351.0,development,0.3339300378296136,,5207.4224853515625,,5207.4224853515625,uptrend,,-0.03746871224895365,-0.02705985436141034,0.02114602509000507,0.03891538684151574,0.09441549309951536,return <= -3%
2007-10-19,5360.35009765625,5390.85009765625,5101.75,5215.2998046875,development,0.35240498575071943,,5230.809985351562,,5230.809985351562,downtrend,,-0.02535978234208558,-0.0036038633415020893,0.056393234797703196,0.0960164921796165,0.14024312187665178,-3% < return <= -2%
2007-10-22,5202.75,5247.39990234375,5070.89990234375,5184.0,development,0.35037050516592966,,5248.132495117187,,5248.132495117187,downtrend,,-0.006001535071745612,0.05561884586968069,0.07398808267135881,0.13896980402267745,0.12766860643266065,-1% < return <= 0%
2007-10-23,5185.2998046875,5488.5,5176.85009765625,5473.7001953125,development,0.3932796435948655,,5275.207495117187,,5275.207495117187,uptrend,,0.05588352533034335,0.003386483926681061,0.04102156108975441,0.07140899214440921,0.056393292105409776,return > 0%
2007-10-24,5477.60009765625,5577.89990234375,5419.39990234375,5496.14990234375,development,0.3930145545140021,,5303.072485351562,,5303.072485351562,uptrend,,0.004101376807315038,0.012711357981412652,0.07398552697403149,0.0730308165810607,0.05151804457694831,return > 0%
2007-10-25,5499.0498046875,5605.9501953125,5469.2998046875,5568.9501953125,development,0.39337138573285846,,5334.4949951171875,,5334.4949951171875,uptrend,,0.013245689120980009,0.024810136979377173,0.054724356382261696,0.05431103838118334,0.024172170553084404,return > 0%
2007-10-26,5564.25,5716.89990234375,5513.35009765625,5702.2998046875,development,0.39790179703833684,,5369.582495117187,,5369.582495117187,uptrend,,0.023945196975768024,0.03450752393103329,0.03358790717652593,0.03914939897759351,-0.016080121609736486,return > 0%
2007-10-29,5708.89990234375,5922.5,5708.89990234375,5905.89990234375,development,0.41059149491247887,,5413.809985351562,,5413.809985351562,uptrend,,0.035704909357604064,-0.008246623399577269,-0.008635264773694362,-0.011871467468571595,-0.03754085891558989,return > 0%
2007-10-30,5917.5498046875,5976.0,5833.89990234375,5868.75,development,0.4138748895930544,,5453.799975585937,,5453.799975585937,uptrend,,-0.006290303418282961,0.005409872468147059,0.010819744936293896,-0.014040093324959146,0.011756888198492632,-1% < return <= 0%
2007-10-31,5868.89990234375,5952.25,5861.2998046875,5900.64990234375,development,0.40687750829209174,,5488.29248046875,,5488.29248046875,uptrend,,0.005435553115015868,-0.006326367866563709,-0.009570107705064834,-0.020571447381196983,0.0014059238530004237,return > 0%
2007-11-01,5903.7998046875,6011.9501953125,5837.2001953125,5866.4501953125,development,0.4085436275270475,,5521.1824951171875,,5521.1824951171875,uptrend,,-0.005795922075916726,0.013245395423282291,-0.011674098656020426,-0.026661672810160963,0.008881525424675907,-1% < return <= 0%
2007-11-02,5854.85009765625,5944.75,5714.25,5932.39990234375,development,0.40690082875902267,,5558.509985351562,,5558.509985351562,uptrend,,0.011241842142279967,-0.014261888947725399,-0.02521111400217857,-0.053068967762439745,-0.004088066285545144,return > 0%
2007-11-05,5931.89990234375,5948.5498046875,5819.60009765625,5847.2998046875,development,0.4028932579189324,,5596.619970703125,,5596.619970703125,uptrend,,-0.014344969836343813,-0.010364128652516347,-0.02537156798730278,-0.025944518270400008,-0.011321885072402949,-2% < return <= -1%
2007-11-06,5847.10009765625,5957.2001953125,5759.9501953125,5786.5,development,0.37775558849961094,,5619.582470703125,,5619.582470703125,uptrend,,-0.010397928397439027,-8.613151691538867e-06,-0.028586712693547844,0.026891948434242918,-0.038279970495733284,-2% < return <= -1%
2007-11-07,5782.39990234375,5861.35009765625,5744.2998046875,5782.35009765625,development,0.37266181405561905,,5636.627465820313,,5636.627465820313,uptrend,,-0.000717169678346119,-0.01393764078862414,-0.014517312681321726,0.022978612886813243,-0.04497944661400133,-1% < return <= 0%
2007-11-08,5779.2998046875,5780.7998046875,5646.75,5698.75,development,0.3749050118323201,,5645.3224609375,,5645.3224609375,uptrend,,-0.014457806297501041,-0.007684697602646562,0.04898770446658385,0.043502454819579706,-0.00918630518017527,-2% < return <= -1%
2007-11-12,5660.60009765625,5660.60009765625,5477.5,5617.10009765625,development,0.3729119984570163,,5654.764965820313,,5654.764965820313,downtrend,,-0.014327686307304188,0.014797687821039851,0.053408998865765334,0.05261606983691536,0.021265618783491647,-2% < return <= -1%
2007-11-13,5612.35009765625,5758.85009765625,5591.60009765625,5695.39990234375,development,0.34091964136143743,,5656.014965820313,,5656.014965820313,uptrend,,0.013939542348581302,0.041015383904212444,0.035571822227776995,0.013490599391012825,-0.0010168905355303348,return > 0%
2007-11-14,5703.9501953125,5950.2001953125,5700.0498046875,5937.89990234375,development,0.3722162390034252,,5669.507470703125,,5669.507470703125,uptrend,,0.0425782217505406,-0.005149190881341581,-0.005898041600078896,-0.06422171371290775,-0.054714251087657595,return > 0%
2007-11-15,5942.7001953125,5966.9501953125,5895.64990234375,5912.10009765625,development,0.36434674748608037,,5687.147485351563,,5687.147485351563,uptrend,,-0.004344937623033451,-0.0010653889706064845,-0.022365406286686706,-0.06659729775012346,-0.047106839719570304,-1% < return <= 0%
2007-11-16,5913.14990234375,5948.0498046875,5817.39990234375,5906.85009765625,development,0.3316950881124321,,5714.939990234375,,5714.939990234375,uptrend,,-0.0008880093221157459,-6.768770693721393e-05,-0.05873342498309464,-0.05068503430584892,-0.024593530774269734,-1% < return <= 0%
2007-11-19,5908.0498046875,5981.7998046875,5893.7998046875,5907.64990234375,development,0.31236686716112555,,5749.5574951171875,,5749.5574951171875,uptrend,,0.00013540290921176812,-0.022051190130048637,-0.0662972979223937,-0.030374253277648533,-0.007824064284203902,return > 0%
2007-11-20,5911.25,5923.7001953125,5755.7998046875,5780.89990234375,development,0.32508326280977035,,5779.402490234375,,5779.402490234375,uptrend,,-0.02145523213041356,-0.037680834664556295,-0.029452431782321264,-0.013956168247657663,0.013765884899529235,-3% < return <= -2%
2007-11-21,5778.7998046875,5790.0498046875,5530.85009765625,5561.0498046875,development,0.30280605330657134,,5783.769970703125,,5783.769970703125,downtrend,,-0.0380304280250755,-0.008140638761195085,0.030019910668304783,0.009506420578493158,0.0674525988594823,return <= -3%
2007-11-22,5564.64990234375,5608.64990234375,5394.35009765625,5519.35009765625,development,0.3040090697395114,,5784.92998046875,,5784.92998046875,downtrend,,-0.007498531481609949,0.015259905499194426,0.031470069294344594,0.019966384314471508,0.07791039694474855,-1% < return <= 0%
2007-11-23,5524.2998046875,5638.60009765625,5514.75,5608.60009765625,development,0.3058220554949615,,5786.9124755859375,,5786.9124755859375,downtrend,,0.016170382095873848,0.02145677379854516,0.0011138239298458252,0.026990216275021295,0.06469089384544402,return > 0%
2007-11-26,5611.2998046875,5772.5498046875,5608.9501953125,5731.7001953125,development,0.30387029478496247,,5788.382495117187,,5788.382495117187,downtrend,,0.02194845335963458,-0.005428301724702211,-0.01652046992952827,0.023694200811624544,0.04038052060151842,return > 0%
2007-11-27,5729.25,5743.5498046875,5655.60009765625,5698.14990234375,development,0.2742483658296848,,5777.9949951171875,5440.5569921875,5777.9949951171875,downtrend,,-0.005853462642060103,-0.014387101229040966,0.011088629361659663,0.0278619010993022,0.06977747522890643,-1% < return <= 0%
2007-11-28,5699.5498046875,5749.9501953125,5595.5,5617.5498046875,development,0.27741097934187514,,5765.434985351562,5463.014990234375,5765.434985351562,downtrend,,-0.014144959160006909,0.0029905467536830432,0.04400302679106427,0.0573534491285459,0.09639004927661743,-2% < return <= -1%
2007-11-29,5617.7998046875,5725.0,5612.10009765625,5634.60009765625,development,0.2766829138672576,,5752.132495117187,5484.78298828125,5752.132495117187,downtrend,,0.003035183231401506,0.022870498214327073,0.039839223131942214,0.05694107075549826,0.07529423714752714,return > 0%
2007-11-30,5633.89990234375,5782.5498046875,5632.64990234375,5762.75,development,0.28993756639100215,,5746.947485351562,5505.390986328125,5746.947485351562,uptrend,,0.02274338908222684,0.01726661428251286,0.030275138761828968,0.03622433674733694,0.04895541379049262,return > 0%
2007-12-03,5765.4501953125,5878.7998046875,5754.60009765625,5865.0,development,0.2943834529527993,,5743.577490234375,5527.739990234375,5743.577490234375,uptrend,,0.017743264934276137,-0.0020186871421714603,0.014394739052933092,0.015399798871584824,-0.015876834215453606,return > 0%
2007-12-04,5870.2001953125,5897.25,5840.2998046875,5858.35009765625,development,0.2897874468238534,,5744.1300048828125,5548.15599609375,5744.1300048828125,uptrend,,-0.0011338281916026816,0.013323342083173983,0.019174653988685453,0.04014911574354074,-0.020402958025337536,-1% < return <= 0%
2007-12-05,5861.89990234375,5949.2998046875,5859.9501953125,5940.0,development,0.29079827370959366,,5751.805004882813,5568.3119921875,5751.805004882813,uptrend,,0.013937354542265412,0.0022976394869185235,0.003290713529000344,0.036735931725029536,-0.03196403137269088,return > 0%
2007-12-06,5941.0498046875,6027.0498046875,5919.7998046875,5954.7001953125,development,0.29070072381190754,,5760.422509765625,5588.628994140625,5760.422509765625,uptrend,,0.0024747803556397496,0.0017941691018912298,0.022410943080552137,0.015846132948642788,-0.03305052223969751,return > 0%
2007-12-07,5963.60009765625,6042.10009765625,5894.7998046875,5974.2998046875,development,0.2844337304102729,,5774.2,5609.304990234375,5774.2,uptrend,,0.0032914519173321555,-0.00224303688378813,0.031017710861650505,0.012336825462420542,0.0018580679036239722,return > 0%
2007-12-10,5974.0,6015.2998046875,5923.35009765625,5960.60009765625,development,0.2781193122011057,,5791.375,5628.50599609375,5791.375,uptrend,,-0.002293106720305693,0.022959885225559695,0.0163915503847456,-0.030769731116805366,0.018513874817838616,-1% < return <= 0%
2007-12-11,5960.39990234375,6111.2001953125,5960.39990234375,6097.25,development,0.28451241452590664,,5811.467504882812,5650.023994140625,5811.467504882812,uptrend,,0.022925527649050315,0.015205083684779686,-0.0031892946321373516,-0.05352683931308644,0.0023817499077287696,return > 0%
2007-12-12,6067.0498046875,6175.64990234375,6005.4501953125,6159.2998046875,development,0.2462634709697867,,5822.5375,5671.830986328125,5822.5375,uptrend,,0.01017668697978591,-0.016422438177334908,-0.062061127572350494,-0.06625808299001501,-0.012915501836668453,return > 0%
2007-12-13,6159.25,6185.39990234375,6040.39990234375,6058.10009765625,development,0.25397461681263606,,5829.8375,5688.7769921875,5829.8375,uptrend,,-0.01643039147960168,-0.0014035203140376762,-0.051831244097240825,-0.04783530695314997,0.01360587491931442,-2% < return <= -1%
2007-12-14,6056.2001953125,6078.5498046875,6015.0498046875,6047.7001953125,development,0.2540881616238207,,5836.8800048828125,5705.557998046875,5836.8800048828125,uptrend,,-0.0017166937119070802,-0.04321834180001782,-0.04749961223453025,-0.008752986683672859,0.017621858230356446,-1% < return <= 0%
2007-12-17,6037.9501953125,6039.9501953125,5740.60009765625,5777.0,development,0.30223622957604834,,5830.347509765625,5717.38099609375,5830.347509765625,downtrend,,-0.044760849012045356,-0.00610985398298336,-0.001921229830488369,0.05073904344169988,0.06954441254085664,return <= -3%
2007-12-18,5777.60009765625,5874.60009765625,5710.60009765625,5742.2998046875,development,0.29316935136316147,,5828.417504882813,5730.524990234375,5828.417504882813,downtrend,,-0.006006611617188851,0.0036472932845426076,0.0444745164096243,0.06129750010907031,0.07823389986257134,-1% < return <= 0%
2007-12-19,5730.25,5840.7998046875,5676.7001953125,5751.14990234375,development,0.25678446776282327,,5837.922509765625,5739.00298828125,5837.922509765625,downtrend,,0.0015412113538595396,0.002564436910505563,0.05546138131872902,0.05701746343504155,0.09085057672664831,return > 0%
2007-12-20,5751.75,5799.5,5742.75,5766.5,development,0.25442276189468194,,5850.280004882812,5745.503984375,5850.280004882812,downtrend,,0.0026690484367299927,0.03704543174054131,0.05374875778599342,0.06364255980436595,0.08798716236441395,return > 0%
2007-12-24,5771.2998046875,6001.0498046875,5771.2998046875,5985.10009765625,development,0.28048905261255336,,5869.105004882813,5754.708984375,5869.105004882813,uptrend,,0.03790862701053488,0.013743089113761098,0.015237665343101003,0.026033430563684457,0.04999622482927335,return > 0%
2007-12-26,5988.4501953125,6085.25,5988.4501953125,6070.75,development,0.2750485299700188,,5886.0574951171875,5767.558984375,5886.0574951171875,uptrend,,0.014310521285565425,0.0020596473883671695,0.011468132749423265,0.018190789643063088,0.03344867358708181,return > 0%
2007-12-27,6069.0,6110.85009765625,6060.2001953125,6081.5,development,0.2731105092357984,,5905.225,5775.780986328125,5905.225,uptrend,,0.001770786146686909,2.4737131832264225e-05,0.010658732151316075,0.016284100497649945,0.012731270095907687,return > 0%
2007-12-28,6079.5498046875,6098.60009765625,6021.89990234375,6079.7001953125,development,0.26563101318789406,,5928.33251953125,5784.013994140625,5928.33251953125,uptrend,,-0.00029594749445038815,0.007153420452215009,0.013847399892329859,0.02941752332854808,0.01724365835213293,-1% < return <= 0%
2007-12-31,6095.0,6167.75,6095.0,6138.60009765625,development,0.2663279167684655,,5953.53251953125,5795.6,5953.53251953125,uptrend,,0.009687961651326571,0.0012384564559824174,0.0068113911577789565,0.023196333182262663,0.011414805016906282,return > 0%
2008-01-01,6136.75,6165.35009765625,6109.85009765625,6144.35009765625,development,0.25754070566297366,,5972.612524414062,5811.467001953125,5972.612524414062,uptrend,,0.0009366956486047684,0.005647095208602737,0.02109128277305783,0.023296482789014306,-0.011465196522727483,return > 0%
2008-01-02,6144.7001953125,6197.0,6060.85009765625,6179.39990234375,development,0.2520966815258895,,5988.33251953125,5830.74900390625,5988.33251953125,uptrend,,0.005704395766912729,-0.000921727826737273,0.015337364701661471,0.014189271132311942,-0.04018272223794317,return > 0%
2008-01-03,6184.25,6230.14990234375,6126.39990234375,6178.5498046875,development,0.25191864575883166,,6004.342504882812,5850.64,6004.342504882812,uptrend,,-0.00013756961350364083,0.015406726793009806,0.017599650156379543,-0.003584648572395155,-0.04303214030221114,-1% < return <= 0%
2008-01-04,6179.10009765625,6300.0498046875,6179.10009765625,6274.2998046875,development,0.25289348041645604,,6021.0574951171875,5866.6519921875,6021.0574951171875,uptrend,,0.015497164063864366,0.001291675595000763,0.00015946420028711827,-0.01130599622767503,-0.09020892924772761,return > 0%
2008-01-07,6271.0,6289.7998046875,6193.35009765625,6279.10009765625,development,0.2530010589754793,,6037.277490234375,5882.31099609375,6037.277490234375,uptrend,,0.0007650722978145286,0.0008595217114142351,-0.019976282516913302,-0.012041542435377361,-0.17089676117545327,return > 0%
2008-01-08,6282.4501953125,6357.10009765625,6221.60009765625,6287.85009765625,development,0.25303958785760305,,6052.955004882812,5896.688994140625,6052.955004882812,uptrend,,0.0013935117873444813,-0.00247311038012088,-0.01390839194085658,-0.03392415349592626,-0.22079347967391538,return > 0%
2008-01-09,6287.5498046875,6338.2998046875,6231.25,6272.0,development,0.25310023736754456,,6068.525,5908.082998046875,6068.525,uptrend,,-0.00252074992407314,-0.019297223755476267,-0.011356985689885413,-0.05453084409789144,-0.17118239253842238,-1% < return <= 0%
2008-01-10,6278.10009765625,6347.0,6142.89990234375,6156.9501953125,development,0.251686556959868,,6071.510009765625,5913.10400390625,6071.510009765625,uptrend,,-0.018343399982063135,0.005424370742984186,-0.014983808681701127,-0.0411000642236754,-0.18376261421952245,-2% < return <= -1%
2008-01-11,6166.64990234375,6224.2001953125,6112.5498046875,6200.10009765625,development,0.25033650123749773,,6073.550024414062,5919.731005859375,6073.550024414062,uptrend,,0.007008324084966766,-0.0003221234478344437,-0.043977872258234796,-0.081094577992331,-0.1329483528214349,return > 0%
2008-01-14,6208.7998046875,6244.14990234375,6172.0,6206.7998046875,development,0.24226313054905466,,6080.985009765625,5925.85400390625,6080.985009765625,uptrend,,0.0010805804625286797,-0.02442845250759418,-0.050294297209793504,-0.16342645000829314,-0.15293871771817813,return > 0%
2008-01-15,6226.35009765625,6260.4501953125,6053.2998046875,6074.25,development,0.25521642093458297,,6082.3125,5930.01,6082.3125,downtrend,,-0.021355579180658557,-0.021310799670239078,-0.059307534264220974,-0.19220118636644679,-0.12929929024113762,-3% < return <= -2%
2008-01-16,6065.0,6065.0,5825.75,5935.75,development,0.21198648645547644,,6090.25,5930.077001953125,6090.25,downtrend,,-0.02280116886858463,-0.004168105017037349,-0.12279496571065907,-0.1237043539955276,-0.12973333765318118,-3% < return <= -2%
2008-01-17,5937.9501953125,6013.14990234375,5880.2998046875,5913.2001953125,development,0.21110084020864067,,6098.79501953125,5931.395009765625,6098.79501953125,downtrend,,-0.003798981541928148,-0.034268578614954914,-0.17069953794803439,-0.14799201128813844,-0.13038801653548304,-1% < return <= 0%
2008-01-18,5907.75,5908.75,5677.0,5705.2998046875,development,0.24808031805799946,,6096.502514648438,5929.771005859375,6096.502514648438,downtrend,,-0.035158693052504186,-0.08697637078220855,-0.08792289178900092,-0.05638035098049954,-0.06796669588080628,return <= -3%
2008-01-21,5705.0,5705.0,4977.10009765625,5208.7998046875,development,0.3948211335081815,,6068.617504882813,5918.3,6068.617504882813,downtrend,,-0.08702434876289467,-0.05843356438877789,-0.03265202209251272,0.013597009363615076,0.04999661707578151,return <= -3%
2008-01-22,5203.35009765625,5203.35009765625,4448.5,4899.2998046875,development,0.4062722679539669,,6014.327490234375,5902.31099609375,6014.327490234375,downtrend,,-0.05941867831462344,0.061257810877038965,0.09795949706845009,0.07704388391871042,0.11846710125215032,return <= -3%
2008-01-23,4903.0498046875,5328.0498046875,4891.60009765625,5203.39990234375,development,0.47342765079160787,,5970.959985351563,5894.0369921875,5970.959985351563,downtrend,,0.06207011405288898,-0.03351570750528032,0.012692031039986507,-0.007757277715773836,0.02199497017809149,return > 0%
2008-01-24,5208.0,5357.2001953125,4995.7998046875,5033.4501953125,development,0.48045334482526025,,5918.5574951171875,5880.797998046875,5918.5574951171875,downtrend,,-0.03266128112788336,0.06917514353969079,0.048807858816255045,0.020337512953629178,0.019503321540350615,return <= -3%
2008-01-25,5035.0498046875,5399.25,5035.0498046875,5383.35009765625,development,0.5552499730723686,,5883.739990234375,5869.707001953125,5883.739990234375,downtrend,,0.0695149229189953,-0.0198571058601007,-0.03964914929748009,-0.011838094202765714,-0.04843012631547239,return > 0%
2008-01-28,5380.9501953125,5380.9501953125,5071.0,5274.10009765625,development,0.554587409854174,,5840.514990234375,5856.947001953125,5840.514990234375,downtrend,,-0.02029405444902499,0.0002367626116321908,-0.026915099702030543,0.03484202292195038,-0.0800351962419854,-3% < return <= -2%
2008-01-29,5279.5498046875,5391.60009765625,5225.25,5280.7998046875,development,0.5546518101007385,,5797.337475585938,5844.42599609375,5797.337475585938,downtrend,,0.001270303351699198,-0.021982475011828706,0.006340193991010157,0.0378802748698841,-0.08431511710432926,return > 0%
2008-01-30,5283.75,5314.2998046875,5142.25,5167.60009765625,development,0.5547990029312337,,5746.747485351562,5829.625,5746.747485351562,downtrend,,-0.02143609135320157,-0.006728175298467809,0.05631011648702211,0.029058882437527078,-0.046942782094349655,-3% < return <= -2%
2008-01-31,5172.25,5251.64990234375,5071.14990234375,5137.4501953125,development,0.5540530023546613,,5694.6925048828125,5816.756005859375,5694.6925048828125,downtrend,,-0.00583441090138237,0.03436367330426848,0.06678204843127555,-0.0014298131573395878,0.011944111811331926,-1% < return <= 0%
2008-02-01,5140.60009765625,5339.9501953125,5090.75,5317.25,development,0.5694141531305018,,5646.840014648437,5811.880009765625,5646.840014648437,downtrend,,0.03499786817428463,0.02783346986647195,0.0013168910568437386,-0.0367223926411363,-0.0023797918952043196,return > 0%
2008-02-04,5315.5498046875,5545.2001953125,5315.5498046875,5463.5,development,0.582404025948087,,5606.060009765625,5810.7630078125,5606.060009765625,downtrend,,0.027504819220461663,0.003687925388927038,-0.06048959048272706,-0.11105010295126971,-0.0341981418725692,return > 0%
2008-02-05,5463.75,5500.60009765625,5412.9501953125,5483.89990234375,development,0.5828726112229269,,5565.8625,5808.26900390625,5565.8625,downtrend,,0.0037338523554040215,-0.027027292390983115,-0.06398980164823487,-0.11555826148521797,-0.03465927556320281,return > 0%
2008-02-06,5470.39990234375,5470.39990234375,5257.0498046875,5322.5498046875,development,0.5884323751183931,,5518.389990234375,5800.08599609375,5518.389990234375,downtrend,,-0.029422509624453808,-0.03556562392723617,-0.08746743981192928,-0.07385550606380464,-0.031582533850027406,-3% < return <= -2%
2008-02-07,5322.5498046875,5344.60009765625,5113.85009765625,5133.25,development,0.5957643744889749,,5467.20498046875,5788.787998046875,5467.20498046875,downtrend,,-0.03556562392723617,-0.0022895110727411128,-0.05725728104766448,0.013620136204216315,0.011632607684038287,return <= -3%
2008-02-08,5132.10009765625,5173.85009765625,5034.25,5120.35009765625,development,0.5934568268432759,,5413.21748046875,5778.84400390625,5413.21748046875,downtrend,,-0.0025130087846393367,-0.051469044290173516,-0.03732013488084074,0.03561142936044126,-0.0019138188400255052,-1% < return <= 0%
2008-02-11,5120.5498046875,5126.39990234375,4803.60009765625,4857.0,development,0.6108156030457508,,5345.727490234375,5763.292001953125,5345.727490234375,downtrend,,-0.051432049104766064,-0.008118350679795827,0.06645343662764458,0.0818085420212562,0.06618696581335604,return <= -3%
2008-02-12,4877.85009765625,4949.60009765625,4820.4501953125,4838.25,development,0.6102211154389399,,5283.927490234375,5744.802001953125,5283.927490234375,downtrend,,-0.0038604076590488257,0.01920798800313439,0.09642206045397717,0.0918526672814246,0.0896300084783288,-1% < return <= 0%
2008-02-13,4836.5498046875,4986.5498046875,4836.5498046875,4929.4501953125,development,0.6170535477483925,,5233.6125,5726.091005859375,5233.6125,downtrend,,0.01884983109853766,0.05204617166814307,0.06719383708895443,0.04242975683057071,0.06547480739668621,return > 0%
2008-02-14,4944.64990234375,5220.25,4944.64990234375,5202.0,development,0.6573843435956213,,5198.052490234375,5712.96400390625,5198.052490234375,uptrend,,0.05529010211862406,0.01922980728054613,0.01498211664148541,-0.002123892243931391,0.015808643042983572,return > 0%
2008-02-15,5202.85009765625,5315.39990234375,5104.75,5302.89990234375,development,0.6533261743761507,,5177.9324951171875,5700.222001953125,5177.9324951171875,uptrend,,0.01939636723255478,-0.005193807454935806,-0.028278142781424154,-0.03651654519891079,-0.015260807874873605,return > 0%
2008-02-18,5304.4501953125,5348.60009765625,5224.0,5276.89990234375,development,0.573085444238507,,5181.3375,5686.66599609375,5181.3375,uptrend,,-0.004902977706312872,0.00045466474464816997,-0.016406505618832945,-0.014720314578050342,-0.061647451569416645,-1% < return <= 0%
2008-02-19,5278.39990234375,5368.4501953125,5262.0,5280.7998046875,development,0.5264883595768131,,5200.4125,5672.79599609375,5200.4125,uptrend,,0.0007390517947891695,-0.021396715324373372,-0.029693459507229125,0.0005505638528455759,-0.0764929629522163,return > 0%
2008-02-20,5267.14990234375,5267.14990234375,5116.2998046875,5154.4501953125,development,0.4883903292576564,,5197.965014648437,5656.672998046875,5197.965014648437,downtrend,,-0.02392622595972027,0.006767612907880638,0.008493531733831716,0.0216215172121772,-0.04566697133154907,-3% < return <= -2%
